locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCLBINPK_00033	CDS	1794	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
FCLBINPK_00034	gene	576	phnZ_1			
FCLBINPK_00034	CDS	576	phnZ_1	1.13.11.78		2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming)
FCLBINPK_00035	gene	546	yceJ			
FCLBINPK_00035	CDS	546	yceJ		COG3038	Cytochrome b561 
FCLBINPK_00036	gene	558	yceI_1			
FCLBINPK_00036	CDS	558	yceI_1			Protein YceI
FCLBINPK_00037	gene	570	yceI_2			
FCLBINPK_00037	CDS	570	yceI_2		COG2353	Protein YceI
FCLBINPK_00038	gene	1407				
FCLBINPK_00038	CDS	1407				hypothetical protein
FCLBINPK_00039	gene	420				
FCLBINPK_00039	CDS	420				hypothetical protein
FCLBINPK_00040	gene	855	ypdB_1			
FCLBINPK_00040	CDS	855	ypdB_1		COG3279	Transcriptional regulatory protein YpdB
FCLBINPK_00041	gene	648				
FCLBINPK_00041	CDS	648				hypothetical protein
FCLBINPK_00042	gene	540				
FCLBINPK_00042	CDS	540				hypothetical protein
FCLBINPK_00043	gene	1086				
FCLBINPK_00043	CDS	1086				hypothetical protein
FCLBINPK_00044	gene	681				
FCLBINPK_00044	CDS	681				hypothetical protein
FCLBINPK_00045	gene	1578	dppA_1			
FCLBINPK_00045	CDS	1578	dppA_1		COG0747	Periplasmic dipeptide transport protein
FCLBINPK_00046	gene	1212	alaC			
FCLBINPK_00046	CDS	1212	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
FCLBINPK_00047	gene	1908				
FCLBINPK_00047	CDS	1908				hypothetical protein
FCLBINPK_00048	gene	534				
FCLBINPK_00048	CDS	534				hypothetical protein
FCLBINPK_00049	gene	1914	btuB_1			
FCLBINPK_00049	CDS	1914	btuB_1			Vitamin B12 transporter BtuB
FCLBINPK_00050	gene	2100	rep_1			
FCLBINPK_00050	CDS	2100	rep_1	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
FCLBINPK_00051	gene	2484				
FCLBINPK_00051	CDS	2484				hypothetical protein
FCLBINPK_00052	gene	1527	phoD			
FCLBINPK_00052	CDS	1527	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
FCLBINPK_00053	gene	1056				
FCLBINPK_00053	CDS	1056				hypothetical protein
FCLBINPK_00054	gene	969				
FCLBINPK_00054	CDS	969				hypothetical protein
FCLBINPK_00055	gene	2445				
FCLBINPK_00055	CDS	2445				hypothetical protein
FCLBINPK_00056	gene	2499	rcsC_2			
FCLBINPK_00056	CDS	2499	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
FCLBINPK_00057	gene	828	pheC			
FCLBINPK_00057	CDS	828	pheC			Cyclohexadienyl dehydratase
FCLBINPK_00058	gene	723				
FCLBINPK_00058	CDS	723				hypothetical protein
FCLBINPK_00059	gene	375	srrA			
FCLBINPK_00059	CDS	375	srrA		COG0745	Transcriptional regulatory protein SrrA
FCLBINPK_00060	gene	642				
FCLBINPK_00060	CDS	642				hypothetical protein
FCLBINPK_00061	gene	762				
FCLBINPK_00061	CDS	762				hypothetical protein
FCLBINPK_00062	gene	1542				
FCLBINPK_00062	CDS	1542				hypothetical protein
FCLBINPK_00063	gene	2088	priA			
FCLBINPK_00063	CDS	2088	priA	3.6.4.-	COG1198	Primosomal protein N'
FCLBINPK_00064	gene	1098	hemE			
FCLBINPK_00064	CDS	1098	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
FCLBINPK_00065	gene	621	lemA_1			
FCLBINPK_00065	CDS	621	lemA_1		COG1704	Protein LemA
FCLBINPK_00066	gene	918				
FCLBINPK_00066	CDS	918				hypothetical protein
FCLBINPK_00067	gene	516				
FCLBINPK_00067	CDS	516				hypothetical protein
FCLBINPK_00068	gene	888	yeaD			
FCLBINPK_00068	CDS	888	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
FCLBINPK_00069	gene	414	atpC			
FCLBINPK_00069	CDS	414	atpC		COG0355	ATP synthase epsilon chain
FCLBINPK_00070	gene	1413	atpD1			
FCLBINPK_00070	CDS	1413	atpD1	7.1.2.2		ATP synthase subunit beta 1
FCLBINPK_00071	gene	876	atpG			
FCLBINPK_00071	CDS	876	atpG		COG0224	ATP synthase gamma chain
FCLBINPK_00072	gene	1554	atpA			
FCLBINPK_00072	CDS	1554	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
FCLBINPK_00073	gene	534	atpH_1			
FCLBINPK_00073	CDS	534	atpH_1		COG0712	ATP synthase subunit delta
FCLBINPK_00074	gene	471	atpF			
FCLBINPK_00074	CDS	471	atpF		COG0711	ATP synthase subunit b
FCLBINPK_00075	gene	249	atpH_2			
FCLBINPK_00075	CDS	249	atpH_2			ATP synthase subunit c
FCLBINPK_00076	gene	870	atpB			
FCLBINPK_00076	CDS	870	atpB		COG0356	ATP synthase subunit a
FCLBINPK_00077	gene	552				
FCLBINPK_00077	CDS	552				hypothetical protein
FCLBINPK_00078	gene	927				
FCLBINPK_00078	CDS	927		3.1.1.99		6-deoxy-6-sulfogluconolactonase
FCLBINPK_00079	gene	501				
FCLBINPK_00079	CDS	501				hypothetical protein
FCLBINPK_00080	gene	690				
FCLBINPK_00080	CDS	690				hypothetical protein
FCLBINPK_00081	gene	462				
FCLBINPK_00081	CDS	462			COG3909	Cytochrome c'
FCLBINPK_00082	gene	618	gstB_1			
FCLBINPK_00082	CDS	618	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
FCLBINPK_00083	gene	732	alaS_1			
FCLBINPK_00083	CDS	732	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
FCLBINPK_00084	gene	591				
FCLBINPK_00084	CDS	591				hypothetical protein
FCLBINPK_00085	gene	843	phzF			
FCLBINPK_00085	CDS	843	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
FCLBINPK_00086	gene	1212	lysN			
FCLBINPK_00086	CDS	1212	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
FCLBINPK_00087	gene	915				
FCLBINPK_00087	CDS	915				hypothetical protein
FCLBINPK_00088	gene	1470	hisC_1			
FCLBINPK_00088	CDS	1470	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
FCLBINPK_00089	gene	1566				
FCLBINPK_00089	CDS	1566				hypothetical protein
FCLBINPK_00090	gene	645				
FCLBINPK_00090	CDS	645				hypothetical protein
FCLBINPK_00091	gene	426				
FCLBINPK_00091	CDS	426				hypothetical protein
FCLBINPK_00092	gene	1872	uup			
FCLBINPK_00092	CDS	1872	uup		COG0488	ABC transporter ATP-binding protein uup
FCLBINPK_00093	gene	957	gshB			
FCLBINPK_00093	CDS	957	gshB	6.3.2.3	COG0189	Glutathione synthetase
FCLBINPK_00094	gene	348				
FCLBINPK_00094	CDS	348				hypothetical protein
FCLBINPK_00095	gene	1179	ydcO			
FCLBINPK_00095	CDS	1179	ydcO		COG3135	Inner membrane protein YdcO
FCLBINPK_00096	gene	765	egtC			
FCLBINPK_00096	CDS	765	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
FCLBINPK_00097	gene	2286	hemR			
FCLBINPK_00097	CDS	2286	hemR		COG1629	Hemin receptor
FCLBINPK_00098	gene	1839	kup			
FCLBINPK_00098	CDS	1839	kup			Low affinity potassium transport system protein kup
FCLBINPK_00099	gene	2019				
FCLBINPK_00099	CDS	2019				hypothetical protein
FCLBINPK_00100	gene	2727	btuB_2			
FCLBINPK_00100	CDS	2727	btuB_2			Vitamin B12 transporter BtuB
FCLBINPK_00101	gene	978	gbpR			
FCLBINPK_00101	CDS	978	gbpR			HTH-type transcriptional regulator GbpR
FCLBINPK_00102	gene	1296				
FCLBINPK_00102	CDS	1296				hypothetical protein
FCLBINPK_00103	gene	1122				
FCLBINPK_00103	CDS	1122				hypothetical protein
FCLBINPK_00104	gene	1530	amtB			
FCLBINPK_00104	CDS	1530	amtB			Ammonia channel
FCLBINPK_00105	gene	339	glnK			
FCLBINPK_00105	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
FCLBINPK_00106	gene	750				
FCLBINPK_00106	CDS	750				hypothetical protein
FCLBINPK_00107	gene	1512	comM			
FCLBINPK_00107	CDS	1512	comM		COG0606	Competence protein ComM
FCLBINPK_00108	gene	735	pxpB			
FCLBINPK_00108	CDS	735	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
FCLBINPK_00109	gene	960	pxpC			
FCLBINPK_00109	CDS	960	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
FCLBINPK_00110	gene	795	pxpA			
FCLBINPK_00110	CDS	795	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
FCLBINPK_00111	gene	717				
FCLBINPK_00111	CDS	717				hypothetical protein
FCLBINPK_00112	gene	2739	metH_1			
FCLBINPK_00112	CDS	2739	metH_1	2.1.1.13	COG0646	Methionine synthase
FCLBINPK_00113	gene	1203				
FCLBINPK_00113	CDS	1203				hypothetical protein
FCLBINPK_00114	gene	1062	metH_2			
FCLBINPK_00114	CDS	1062	metH_2	2.1.1.13	COG0646	Methionine synthase
FCLBINPK_00115	gene	396				
FCLBINPK_00115	CDS	396				hypothetical protein
FCLBINPK_00116	gene	831				
FCLBINPK_00116	CDS	831				hypothetical protein
FCLBINPK_00117	gene	225				
FCLBINPK_00117	CDS	225				hypothetical protein
FCLBINPK_00118	gene	645				
FCLBINPK_00118	CDS	645				hypothetical protein
FCLBINPK_00119	gene	693				
FCLBINPK_00119	CDS	693				hypothetical protein
FCLBINPK_00120	gene	1011				
FCLBINPK_00120	CDS	1011				hypothetical protein
FCLBINPK_00121	gene	1041				
FCLBINPK_00121	CDS	1041				hypothetical protein
FCLBINPK_00122	gene	288				
FCLBINPK_00122	CDS	288				hypothetical protein
FCLBINPK_00123	gene	2313	ftsH_1			
FCLBINPK_00123	CDS	2313	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
FCLBINPK_00124	gene	702				
FCLBINPK_00124	CDS	702				hypothetical protein
FCLBINPK_00125	gene	2112				
FCLBINPK_00125	CDS	2112				hypothetical protein
FCLBINPK_00126	gene	1914	nfdA			
FCLBINPK_00126	CDS	1914	nfdA	3.5.1.91		N-substituted formamide deformylase
FCLBINPK_00127	gene	483				
FCLBINPK_00127	CDS	483				hypothetical protein
FCLBINPK_00128	gene	744				
FCLBINPK_00128	CDS	744				hypothetical protein
FCLBINPK_00129	gene	1152				
FCLBINPK_00129	CDS	1152			COG4398	putative protein
FCLBINPK_00130	gene	1515				
FCLBINPK_00130	CDS	1515		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FCLBINPK_00131	gene	1089				
FCLBINPK_00131	CDS	1089				hypothetical protein
FCLBINPK_00132	gene	693				
FCLBINPK_00132	CDS	693				hypothetical protein
FCLBINPK_00133	gene	1248	lutA_1			
FCLBINPK_00133	CDS	1248	lutA_1			Lactate utilization protein A
FCLBINPK_00134	gene	1683	pafA			
FCLBINPK_00134	CDS	1683	pafA	3.1.3.1		Alkaline phosphatase PafA
FCLBINPK_00135	gene	1833				
FCLBINPK_00135	CDS	1833		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
FCLBINPK_00136	gene	792				
FCLBINPK_00136	CDS	792				hypothetical protein
FCLBINPK_00137	gene	939				
FCLBINPK_00137	CDS	939				hypothetical protein
FCLBINPK_00138	gene	2625				
FCLBINPK_00138	CDS	2625				hypothetical protein
FCLBINPK_00139	gene	603				
FCLBINPK_00139	CDS	603				hypothetical protein
FCLBINPK_00140	gene	294				
FCLBINPK_00140	CDS	294				hypothetical protein
FCLBINPK_00141	gene	936				
FCLBINPK_00141	CDS	936				hypothetical protein
FCLBINPK_00142	gene	1122				
FCLBINPK_00142	CDS	1122				hypothetical protein
FCLBINPK_00143	gene	630				
FCLBINPK_00143	CDS	630				hypothetical protein
FCLBINPK_00144	gene	984	ytfF			
FCLBINPK_00144	CDS	984	ytfF			Inner membrane protein YtfF
FCLBINPK_00145	gene	654				
FCLBINPK_00145	CDS	654				hypothetical protein
FCLBINPK_00146	gene	561				
FCLBINPK_00146	CDS	561				hypothetical protein
FCLBINPK_00147	gene	2754	pknD_1			
FCLBINPK_00147	CDS	2754	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
FCLBINPK_00148	gene	369				
FCLBINPK_00148	CDS	369				hypothetical protein
FCLBINPK_00149	gene	342				
FCLBINPK_00149	CDS	342				hypothetical protein
FCLBINPK_00150	gene	1920				
FCLBINPK_00150	CDS	1920				hypothetical protein
FCLBINPK_00151	gene	1902	feoB			
FCLBINPK_00151	CDS	1902	feoB		COG0370	Fe(2+) transporter FeoB
FCLBINPK_00152	gene	261				
FCLBINPK_00152	CDS	261				hypothetical protein
FCLBINPK_00153	gene	1047	ldhA			
FCLBINPK_00153	CDS	1047	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
FCLBINPK_00154	gene	939				
FCLBINPK_00154	CDS	939				hypothetical protein
FCLBINPK_00155	gene	717				
FCLBINPK_00155	CDS	717				hypothetical protein
FCLBINPK_00156	gene	444	bltD			
FCLBINPK_00156	CDS	444	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
FCLBINPK_00157	gene	576				
FCLBINPK_00157	CDS	576				hypothetical protein
FCLBINPK_00158	gene	1749				
FCLBINPK_00158	CDS	1749				hypothetical protein
FCLBINPK_00159	gene	309				
FCLBINPK_00159	CDS	309				hypothetical protein
FCLBINPK_00160	gene	813	dasC			
FCLBINPK_00160	CDS	813	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
FCLBINPK_00161	gene	894				
FCLBINPK_00161	CDS	894				hypothetical protein
FCLBINPK_00162	gene	1116	ugpC_1			
FCLBINPK_00162	CDS	1116	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
FCLBINPK_00163	gene	1068	ugpC_2			
FCLBINPK_00163	CDS	1068	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
FCLBINPK_00164	gene	1587	eryB			
FCLBINPK_00164	CDS	1587	eryB	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
FCLBINPK_00165	gene	768	glpR			
FCLBINPK_00165	CDS	768	glpR		COG1349	Glycerol-3-phosphate regulon repressor
FCLBINPK_00166	gene	1494	glpK			
FCLBINPK_00166	CDS	1494	glpK	2.7.1.30	COG0554	Glycerol kinase
FCLBINPK_00167	gene	1575				
FCLBINPK_00167	CDS	1575				hypothetical protein
FCLBINPK_00168	gene	582	mneA			
FCLBINPK_00168	CDS	582	mneA			Putative manganese exporter
FCLBINPK_00169	gene	1521				
FCLBINPK_00169	CDS	1521				hypothetical protein
FCLBINPK_00170	gene	1386				
FCLBINPK_00170	CDS	1386		3.4.24.-	COG0612	putative zinc protease
FCLBINPK_00171	gene	663				
FCLBINPK_00171	CDS	663				hypothetical protein
FCLBINPK_00172	gene	2187	plcN			
FCLBINPK_00172	CDS	2187	plcN	3.1.4.3	COG3511	Non-hemolytic phospholipase C
FCLBINPK_00173	gene	690				
FCLBINPK_00173	CDS	690				hypothetical protein
FCLBINPK_00174	gene	543	blc			
FCLBINPK_00174	CDS	543	blc		COG3040	Outer membrane lipoprotein Blc
FCLBINPK_00175	gene	1110				
FCLBINPK_00175	CDS	1110				hypothetical protein
FCLBINPK_00176	gene	678				
FCLBINPK_00176	CDS	678				hypothetical protein
FCLBINPK_00177	gene	417				
FCLBINPK_00177	CDS	417				hypothetical protein
FCLBINPK_00178	gene	165				
FCLBINPK_00178	CDS	165				hypothetical protein
FCLBINPK_00179	gene	1563	phrB			
FCLBINPK_00179	CDS	1563	phrB	4.1.99.13	COG3046	(6-4) photolyase
FCLBINPK_00180	gene	1254				
FCLBINPK_00180	CDS	1254				hypothetical protein
FCLBINPK_00181	gene	570				
FCLBINPK_00181	CDS	570				hypothetical protein
FCLBINPK_00182	gene	1191				
FCLBINPK_00182	CDS	1191				hypothetical protein
FCLBINPK_00183	gene	900				
FCLBINPK_00183	CDS	900				hypothetical protein
FCLBINPK_00184	gene	792	coxM			
FCLBINPK_00184	CDS	792	coxM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
FCLBINPK_00185	gene	2358	cutL			
FCLBINPK_00185	CDS	2358	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
FCLBINPK_00186	gene	480	cutS			
FCLBINPK_00186	CDS	480	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
FCLBINPK_00187	gene	1026	pucA			
FCLBINPK_00187	CDS	1026	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
FCLBINPK_00188	gene	2196				
FCLBINPK_00188	CDS	2196				hypothetical protein
FCLBINPK_00189	gene	738				
FCLBINPK_00189	CDS	738				hypothetical protein
FCLBINPK_00190	gene	585				
FCLBINPK_00190	CDS	585				hypothetical protein
FCLBINPK_00191	gene	423				
FCLBINPK_00191	CDS	423				hypothetical protein
FCLBINPK_00192	gene	399				
FCLBINPK_00192	CDS	399				hypothetical protein
FCLBINPK_00193	gene	390				
FCLBINPK_00193	CDS	390				hypothetical protein
FCLBINPK_00194	gene	1044				
FCLBINPK_00194	CDS	1044				hypothetical protein
FCLBINPK_00195	gene	474				
FCLBINPK_00195	CDS	474				hypothetical protein
FCLBINPK_00196	gene	3282				
FCLBINPK_00196	CDS	3282				hypothetical protein
FCLBINPK_00197	gene	1359				
FCLBINPK_00197	CDS	1359				hypothetical protein
FCLBINPK_00198	gene	618				
FCLBINPK_00198	CDS	618				hypothetical protein
FCLBINPK_00199	gene	474				
FCLBINPK_00199	CDS	474				hypothetical protein
FCLBINPK_00200	gene	1260				
FCLBINPK_00200	CDS	1260				hypothetical protein
FCLBINPK_00201	gene	552				
FCLBINPK_00201	CDS	552				hypothetical protein
FCLBINPK_00202	gene	408				
FCLBINPK_00202	CDS	408				hypothetical protein
FCLBINPK_00203	gene	603	yciB_1			
FCLBINPK_00203	CDS	603	yciB_1			intracellular septation protein A
FCLBINPK_00204	gene	408				
FCLBINPK_00204	CDS	408				hypothetical protein
FCLBINPK_00205	gene	1278				
FCLBINPK_00205	CDS	1278				hypothetical protein
FCLBINPK_00206	gene	954				
FCLBINPK_00206	CDS	954				hypothetical protein
FCLBINPK_00207	gene	942	pgrR_1			
FCLBINPK_00207	CDS	942	pgrR_1			HTH-type transcriptional regulator PgrR
FCLBINPK_00208	gene	957	besA			
FCLBINPK_00208	CDS	957	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
FCLBINPK_00209	gene	648	gst			
FCLBINPK_00209	CDS	648	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
FCLBINPK_00210	gene	1215				
FCLBINPK_00210	CDS	1215				hypothetical protein
FCLBINPK_00211	gene	624	gpmB			
FCLBINPK_00211	CDS	624	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
FCLBINPK_00212	gene	387				
FCLBINPK_00212	CDS	387				hypothetical protein
FCLBINPK_00213	gene	519	ompA_1			
FCLBINPK_00213	CDS	519	ompA_1			Outer membrane protein A
FCLBINPK_00214	gene	618	rcsC_3			
FCLBINPK_00214	CDS	618	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
FCLBINPK_00215	gene	582	clpP_1			
FCLBINPK_00215	CDS	582	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
FCLBINPK_00216	gene	1848				
FCLBINPK_00216	CDS	1848			COG0664	putative NTE family protein
FCLBINPK_00217	gene	3876	tycC			
FCLBINPK_00217	CDS	3876	tycC			Tyrocidine synthase 3
FCLBINPK_00218	gene	606				
FCLBINPK_00218	CDS	606				hypothetical protein
FCLBINPK_00219	gene	1506	aam			
FCLBINPK_00219	CDS	1506	aam	3.5.1.13	COG0154	Acylamidase
FCLBINPK_00220	gene	1497	dppA_2			
FCLBINPK_00220	CDS	1497	dppA_2		COG0747	Periplasmic dipeptide transport protein
FCLBINPK_00221	gene	1023	oppD_2			
FCLBINPK_00221	CDS	1023	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
FCLBINPK_00222	gene	978	oppD_3			
FCLBINPK_00222	CDS	978	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
FCLBINPK_00223	gene	816	gsiD			
FCLBINPK_00223	CDS	816	gsiD		COG1173	Glutathione transport system permease protein GsiD
FCLBINPK_00224	gene	963	gsiC_1			
FCLBINPK_00224	CDS	963	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
FCLBINPK_00225	gene	717	gntR_1			
FCLBINPK_00225	CDS	717	gntR_1			putative D-xylose utilization operon transcriptional repressor
FCLBINPK_00226	gene	1020				
FCLBINPK_00226	CDS	1020				hypothetical protein
FCLBINPK_00227	gene	768				
FCLBINPK_00227	CDS	768				hypothetical protein
FCLBINPK_00228	gene	1353	yeeO			
FCLBINPK_00228	CDS	1353	yeeO		COG0534	putative FMN/FAD exporter YeeO
FCLBINPK_00229	gene	555				
FCLBINPK_00229	CDS	555				hypothetical protein
FCLBINPK_00230	gene	861				
FCLBINPK_00230	CDS	861				hypothetical protein
FCLBINPK_00231	gene	885	murQ			
FCLBINPK_00231	CDS	885	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
FCLBINPK_00232	gene	336				
FCLBINPK_00232	CDS	336				hypothetical protein
FCLBINPK_00233	gene	1311	ampG_1			
FCLBINPK_00233	CDS	1311	ampG_1		COG0477	Anhydromuropeptide permease
FCLBINPK_00234	gene	1134				
FCLBINPK_00234	CDS	1134				hypothetical protein
FCLBINPK_00235	gene	1575				
FCLBINPK_00235	CDS	1575				hypothetical protein
FCLBINPK_00236	gene	711				
FCLBINPK_00236	CDS	711				hypothetical protein
FCLBINPK_00237	gene	933				
FCLBINPK_00237	CDS	933				hypothetical protein
FCLBINPK_00238	gene	870	amiD			
FCLBINPK_00238	CDS	870	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
FCLBINPK_00239	gene	900				
FCLBINPK_00239	CDS	900				hypothetical protein
FCLBINPK_00240	gene	633	ddpX			
FCLBINPK_00240	CDS	633	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
FCLBINPK_00241	gene	1047	ykfA_1			
FCLBINPK_00241	CDS	1047	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
FCLBINPK_00242	gene	828				
FCLBINPK_00242	CDS	828				hypothetical protein
FCLBINPK_00243	gene	2283	sasA_1			
FCLBINPK_00243	CDS	2283	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FCLBINPK_00244	gene	1455	dacC			
FCLBINPK_00244	CDS	1455	dacC	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
FCLBINPK_00245	gene	2796	btuB_3			
FCLBINPK_00245	CDS	2796	btuB_3			Vitamin B12 transporter BtuB
FCLBINPK_00246	gene	2823				
FCLBINPK_00246	CDS	2823				hypothetical protein
FCLBINPK_00247	gene	912	ykfA_2			
FCLBINPK_00247	CDS	912	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
FCLBINPK_00248	gene	1245				
FCLBINPK_00248	CDS	1245				hypothetical protein
FCLBINPK_00249	gene	1260	dadA1_1			
FCLBINPK_00249	CDS	1260	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
FCLBINPK_00250	gene	1194	tyrB_1			
FCLBINPK_00250	CDS	1194	tyrB_1	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
FCLBINPK_00251	gene	1347	cpg2			
FCLBINPK_00251	CDS	1347	cpg2	3.4.17.11		Carboxypeptidase G2
FCLBINPK_00252	gene	708				
FCLBINPK_00252	CDS	708				hypothetical protein
FCLBINPK_00253	gene	1164				
FCLBINPK_00253	CDS	1164				hypothetical protein
FCLBINPK_00254	gene	675				
FCLBINPK_00254	CDS	675				hypothetical protein
FCLBINPK_00255	gene	906				
