locus_tag	ftype	length_bp	gene	EC_number	COG	product
NNOICLFK_00025	CDS	468				hypothetical protein
NNOICLFK_00026	gene	2241	katE_1			
NNOICLFK_00026	CDS	2241	katE_1	1.11.1.6	COG0753	Catalase HPII
NNOICLFK_00027	gene	996	fgd1			
NNOICLFK_00027	CDS	996	fgd1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
NNOICLFK_00028	gene	825				
NNOICLFK_00028	CDS	825				hypothetical protein
NNOICLFK_00029	gene	495	yciF			
NNOICLFK_00029	CDS	495	yciF		COG3685	Protein YciF
NNOICLFK_00030	gene	663	rutB_1			
NNOICLFK_00030	CDS	663	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
NNOICLFK_00031	gene	1206	fdhA			
NNOICLFK_00031	CDS	1206	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
NNOICLFK_00032	gene	2166	rcsC_1			
NNOICLFK_00032	CDS	2166	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NNOICLFK_00033	gene	198				
NNOICLFK_00033	CDS	198				hypothetical protein
NNOICLFK_00034	gene	411				
NNOICLFK_00034	CDS	411				hypothetical protein
NNOICLFK_00035	gene	477				
NNOICLFK_00035	CDS	477				hypothetical protein
NNOICLFK_00036	gene	804				
NNOICLFK_00036	CDS	804				hypothetical protein
NNOICLFK_00037	gene	399				
NNOICLFK_00037	CDS	399				hypothetical protein
NNOICLFK_00038	gene	1338				
NNOICLFK_00038	CDS	1338				hypothetical protein
NNOICLFK_00039	gene	891	trxB_1			
NNOICLFK_00039	CDS	891	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
NNOICLFK_00040	gene	522				
NNOICLFK_00040	CDS	522				hypothetical protein
NNOICLFK_00041	gene	474				
NNOICLFK_00041	CDS	474				hypothetical protein
NNOICLFK_00042	gene	555	cycY			
NNOICLFK_00042	CDS	555	cycY		COG0526	Thiol:disulfide interchange protein CycY
NNOICLFK_00043	gene	1989	ccmF_1			
NNOICLFK_00043	CDS	1989	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
NNOICLFK_00044	gene	459	ccmE_1			
NNOICLFK_00044	CDS	459	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
NNOICLFK_00045	gene	213				
NNOICLFK_00045	CDS	213				hypothetical protein
NNOICLFK_00046	gene	795	ccmC_1			
NNOICLFK_00046	CDS	795	ccmC_1		COG0755	Heme exporter protein C
NNOICLFK_00047	gene	669	ccmB_1			
NNOICLFK_00047	CDS	669	ccmB_1		COG2386	Heme exporter protein B
NNOICLFK_00048	gene	645	ccmA_1			
NNOICLFK_00048	CDS	645	ccmA_1	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
NNOICLFK_00049	gene	483				
NNOICLFK_00049	CDS	483				hypothetical protein
NNOICLFK_00050	gene	1440	styD			
NNOICLFK_00050	CDS	1440	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
NNOICLFK_00051	gene	831				
NNOICLFK_00051	CDS	831				hypothetical protein
NNOICLFK_00052	gene	2037				
NNOICLFK_00052	CDS	2037				hypothetical protein
NNOICLFK_00053	gene	1155	uctC_1			
NNOICLFK_00053	CDS	1155	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NNOICLFK_00054	gene	1557	lcfB_1			
NNOICLFK_00054	CDS	1557	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NNOICLFK_00055	gene	1149	mmgC_1			
NNOICLFK_00055	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NNOICLFK_00056	gene	2754	malT_1			
NNOICLFK_00056	CDS	2754	malT_1		COG2909	HTH-type transcriptional regulator MalT
NNOICLFK_00057	gene	1206	fadA_1			
NNOICLFK_00057	CDS	1206	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
NNOICLFK_00058	gene	1455	fadJ_1			
NNOICLFK_00058	CDS	1455	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
NNOICLFK_00059	gene	972				
NNOICLFK_00059	CDS	972		1.6.5.11	COG2070	NADH:quinone reductase
NNOICLFK_00060	gene	2148	fadB_1			
NNOICLFK_00060	CDS	2148	fadB_1			Fatty acid oxidation complex subunit alpha
NNOICLFK_00061	gene	783				
NNOICLFK_00061	CDS	783		1.-.-.-		putative oxidoreductase
NNOICLFK_00062	gene	1179	fadA5			
NNOICLFK_00062	CDS	1179	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
NNOICLFK_00063	gene	807	paaG_1			
NNOICLFK_00063	CDS	807	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
NNOICLFK_00064	gene	777	gno_1			
NNOICLFK_00064	CDS	777	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
NNOICLFK_00065	gene	1182	carC_1			
NNOICLFK_00065	CDS	1182	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
NNOICLFK_00066	gene	801	caiD_1			
NNOICLFK_00066	CDS	801	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
NNOICLFK_00067	gene	1566				
NNOICLFK_00067	CDS	1566				hypothetical protein
NNOICLFK_00068	gene	1173	yfdE			
NNOICLFK_00068	CDS	1173	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
NNOICLFK_00069	gene	1014				
NNOICLFK_00069	CDS	1014				hypothetical protein
NNOICLFK_00070	gene	1101	xylB			
NNOICLFK_00070	CDS	1101	xylB	1.1.1.90		Aryl-alcohol dehydrogenase
NNOICLFK_00071	gene	1035				
NNOICLFK_00071	CDS	1035				hypothetical protein
NNOICLFK_00072	gene	2409				
NNOICLFK_00072	CDS	2409				hypothetical protein
NNOICLFK_00073	gene	1182	hcf136			
NNOICLFK_00073	CDS	1182	hcf136			Ycf48-like protein
NNOICLFK_00074	gene	1359				
NNOICLFK_00074	CDS	1359				putative protein
NNOICLFK_00075	gene	1866				
NNOICLFK_00075	CDS	1866				hypothetical protein
NNOICLFK_00076	gene	2769	malT_2			
NNOICLFK_00076	CDS	2769	malT_2			HTH-type transcriptional regulator MalT
NNOICLFK_00077	gene	1158	acrC_1			
NNOICLFK_00077	CDS	1158	acrC_1	1.3.1.95		Acryloyl-CoA reductase (NADH)
NNOICLFK_00078	gene	1188				
NNOICLFK_00078	CDS	1188		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
NNOICLFK_00079	gene	1647	alkJ_1			
NNOICLFK_00079	CDS	1647	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
NNOICLFK_00080	gene	2067	cocE			
NNOICLFK_00080	CDS	2067	cocE	3.1.1.84		Cocaine esterase
NNOICLFK_00081	gene	1005				
NNOICLFK_00081	CDS	1005				putative HTH-type transcriptional regulator
NNOICLFK_00082	gene	1281				
NNOICLFK_00082	CDS	1281				putative inactive lipase
NNOICLFK_00083	gene	735	crp			
NNOICLFK_00083	CDS	735	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
NNOICLFK_00084	gene	1425				
NNOICLFK_00084	CDS	1425				hypothetical protein
NNOICLFK_00085	gene	1290				
NNOICLFK_00085	CDS	1290				hypothetical protein
NNOICLFK_00086	gene	1449				
NNOICLFK_00086	CDS	1449				hypothetical protein
NNOICLFK_00087	gene	732	phoP			
NNOICLFK_00087	CDS	732	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
NNOICLFK_00088	gene	1692				
NNOICLFK_00088	CDS	1692				hypothetical protein
NNOICLFK_00089	gene	1824	sasA_1			
NNOICLFK_00089	CDS	1824	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NNOICLFK_00090	gene	6099				
NNOICLFK_00090	CDS	6099				hypothetical protein
NNOICLFK_00091	gene	4341				
NNOICLFK_00091	CDS	4341				hypothetical protein
NNOICLFK_00092	gene	684	aqpZ			
NNOICLFK_00092	CDS	684	aqpZ		COG0580	Aquaporin Z
NNOICLFK_00093	gene	387	cidA			
NNOICLFK_00093	CDS	387	cidA			Holin-like protein CidA
NNOICLFK_00094	gene	711	cidB			
NNOICLFK_00094	CDS	711	cidB		COG1346	Holin-like protein CidB
NNOICLFK_00095	gene	1107	nemA_1			
NNOICLFK_00095	CDS	1107	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
NNOICLFK_00096	gene	594	acuR			
NNOICLFK_00096	CDS	594	acuR			Transcriptional regulator AcuR
NNOICLFK_00097	gene	549				
NNOICLFK_00097	CDS	549				hypothetical protein
NNOICLFK_00098	gene	2247				
NNOICLFK_00098	CDS	2247				hypothetical protein
NNOICLFK_00099	gene	1083				
NNOICLFK_00099	CDS	1083				hypothetical protein
NNOICLFK_00100	gene	858	mshB			
NNOICLFK_00100	CDS	858	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
NNOICLFK_00101	gene	624				
NNOICLFK_00101	CDS	624				hypothetical protein
NNOICLFK_00102	gene	654				
NNOICLFK_00102	CDS	654				hypothetical protein
NNOICLFK_00103	gene	432	marR			
NNOICLFK_00103	CDS	432	marR		COG1846	Multiple antibiotic resistance protein MarR
NNOICLFK_00104	gene	1506				
NNOICLFK_00104	CDS	1506				hypothetical protein
NNOICLFK_00105	gene	1014	ribY_1			
NNOICLFK_00105	CDS	1014	ribY_1		COG0715	Riboflavin-binding protein RibY
NNOICLFK_00106	gene	804	ssuB_1			
NNOICLFK_00106	CDS	804	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
NNOICLFK_00107	gene	888	ribX_1			
NNOICLFK_00107	CDS	888	ribX_1			Riboflavin transport system permease protein RibX
NNOICLFK_00108	gene	1374	codAch2			
NNOICLFK_00108	CDS	1374	codAch2	3.5.4.11	COG0402	Pterin deaminase
NNOICLFK_00109	gene	1056				
NNOICLFK_00109	CDS	1056				Outer membrane porin protein 32
NNOICLFK_00110	gene	1002	pobB			
NNOICLFK_00110	CDS	1002	pobB	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
NNOICLFK_00111	gene	681	estB			
NNOICLFK_00111	CDS	681	estB	3.1.1.1	COG0400	Carboxylesterase 2
NNOICLFK_00112	gene	1821				
NNOICLFK_00112	CDS	1821				hypothetical protein
NNOICLFK_00113	gene	666				
NNOICLFK_00113	CDS	666				hypothetical protein
NNOICLFK_00114	gene	1077				
NNOICLFK_00114	CDS	1077				hypothetical protein
NNOICLFK_00115	gene	498				
NNOICLFK_00115	CDS	498				hypothetical protein
NNOICLFK_00116	gene	1491				
NNOICLFK_00116	CDS	1491				hypothetical protein
NNOICLFK_00117	gene	507				
NNOICLFK_00117	CDS	507				hypothetical protein
NNOICLFK_00118	gene	549				
NNOICLFK_00118	CDS	549				hypothetical protein
NNOICLFK_00119	gene	600				
NNOICLFK_00119	CDS	600				hypothetical protein
NNOICLFK_00120	gene	594				
NNOICLFK_00120	CDS	594				hypothetical protein
NNOICLFK_00121	gene	864				
NNOICLFK_00121	CDS	864				hypothetical protein
NNOICLFK_00122	gene	558				
NNOICLFK_00122	CDS	558				hypothetical protein
NNOICLFK_00123	gene	1869				
NNOICLFK_00123	CDS	1869				hypothetical protein
NNOICLFK_00124	gene	1068				
NNOICLFK_00124	CDS	1068				hypothetical protein
NNOICLFK_00125	gene	2691	clpV1			
NNOICLFK_00125	CDS	2691	clpV1		COG0542	Protein ClpV1
NNOICLFK_00126	gene	423				
NNOICLFK_00126	CDS	423				hypothetical protein
NNOICLFK_00127	gene	882				
NNOICLFK_00127	CDS	882				hypothetical protein
NNOICLFK_00128	gene	2064	vgrG1			
NNOICLFK_00128	CDS	2064	vgrG1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
NNOICLFK_00129	gene	549				
NNOICLFK_00129	CDS	549				hypothetical protein
NNOICLFK_00130	gene	1836				
NNOICLFK_00130	CDS	1836				hypothetical protein
NNOICLFK_00131	gene	813				
NNOICLFK_00131	CDS	813				hypothetical protein
NNOICLFK_00132	gene	2196				
NNOICLFK_00132	CDS	2196				hypothetical protein
NNOICLFK_00133	gene	798	prpC_1			
NNOICLFK_00133	CDS	798	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
NNOICLFK_00134	gene	369				
NNOICLFK_00134	CDS	369				hypothetical protein
NNOICLFK_00135	gene	564				
NNOICLFK_00135	CDS	564				hypothetical protein
NNOICLFK_00136	gene	870				
NNOICLFK_00136	CDS	870				hypothetical protein
NNOICLFK_00137	gene	342				
NNOICLFK_00137	CDS	342				hypothetical protein
NNOICLFK_00138	gene	243				
NNOICLFK_00138	CDS	243				hypothetical protein
NNOICLFK_00139	gene	603	pal_1			
NNOICLFK_00139	CDS	603	pal_1			Peptidoglycan-associated lipoprotein
NNOICLFK_00140	gene	1176				
NNOICLFK_00140	CDS	1176				hypothetical protein
NNOICLFK_00141	gene	1824				
NNOICLFK_00141	CDS	1824				hypothetical protein
NNOICLFK_00142	gene	2007	pknD_1			
NNOICLFK_00142	CDS	2007	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
NNOICLFK_00143	gene	858				
NNOICLFK_00143	CDS	858				hypothetical protein
NNOICLFK_00144	gene	3567				
NNOICLFK_00144	CDS	3567				hypothetical protein
NNOICLFK_00145	gene	1464				
NNOICLFK_00145	CDS	1464				hypothetical protein
NNOICLFK_00146	gene	1338				
NNOICLFK_00146	CDS	1338				hypothetical protein
NNOICLFK_00147	gene	1431				
NNOICLFK_00147	CDS	1431				hypothetical protein
NNOICLFK_00148	gene	10674				
NNOICLFK_00148	CDS	10674				hypothetical protein
NNOICLFK_00149	gene	1734	hxuB_1			
NNOICLFK_00149	CDS	1734	hxuB_1		COG2831	Heme/hemopexin transporter protein HuxB
NNOICLFK_00150	gene	444				
NNOICLFK_00150	CDS	444				hypothetical protein
NNOICLFK_00151	gene	726				
NNOICLFK_00151	CDS	726				hypothetical protein
NNOICLFK_00152	gene	600	narL_1			
NNOICLFK_00152	CDS	600	narL_1		COG2197	putative transcriptional regulatory protein NarL
NNOICLFK_00153	gene	1788	rcsC_2			
NNOICLFK_00153	CDS	1788	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
NNOICLFK_00154	gene	801				
NNOICLFK_00154	CDS	801				hypothetical protein
NNOICLFK_00155	gene	249				
NNOICLFK_00155	CDS	249				hypothetical protein
NNOICLFK_00156	gene	594				
NNOICLFK_00156	CDS	594				hypothetical protein
NNOICLFK_00157	gene	813	exoA			
NNOICLFK_00157	CDS	813	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
NNOICLFK_00158	gene	678	pyrE			
NNOICLFK_00158	CDS	678	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
NNOICLFK_00159	gene	744				
NNOICLFK_00159	CDS	744				hypothetical protein
NNOICLFK_00160	gene	1497	gatB			
NNOICLFK_00160	CDS	1497	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NNOICLFK_00161	gene	1527	gatA_1			
NNOICLFK_00161	CDS	1527	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
NNOICLFK_00162	gene	315	gatC			
NNOICLFK_00162	CDS	315	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
NNOICLFK_00163	gene	1044	mreB			
NNOICLFK_00163	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
NNOICLFK_00164	gene	987				
NNOICLFK_00164	CDS	987				hypothetical protein
NNOICLFK_00165	gene	522				
NNOICLFK_00165	CDS	522				hypothetical protein
NNOICLFK_00166	gene	3300				
NNOICLFK_00166	CDS	3300				hypothetical protein
NNOICLFK_00167	gene	1713	hxuB_2			
NNOICLFK_00167	CDS	1713	hxuB_2		COG2831	Heme/hemopexin transporter protein HuxB
NNOICLFK_00168	gene	2262	mrdA			
NNOICLFK_00168	CDS	2262	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
NNOICLFK_00169	gene	1155	mrdB			
NNOICLFK_00169	CDS	1155	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
NNOICLFK_00170	gene	663	coq7			
NNOICLFK_00170	CDS	663	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
NNOICLFK_00171	gene	423	yhfA			
NNOICLFK_00171	CDS	423	yhfA		COG1765	Protein YhfA
NNOICLFK_00172	gene	2085	rep_1			
NNOICLFK_00172	CDS	2085	rep_1	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
NNOICLFK_00173	gene	1335	rutD_1			
NNOICLFK_00173	CDS	1335	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
NNOICLFK_00174	gene	1149	rlpA_1			
NNOICLFK_00174	CDS	1149	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
NNOICLFK_00175	gene	873				
NNOICLFK_00175	CDS	873				hypothetical protein
NNOICLFK_00176	gene	1107	hemE			
NNOICLFK_00176	CDS	1107	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
NNOICLFK_00177	gene	1395				
NNOICLFK_00177	CDS	1395				hypothetical protein
NNOICLFK_00178	gene	1125	ybhR_1			
NNOICLFK_00178	CDS	1125	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
NNOICLFK_00179	gene	936	ybhF_1			
NNOICLFK_00179	CDS	936	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
NNOICLFK_00180	gene	1020	aaeA_1			
NNOICLFK_00180	CDS	1020	aaeA_1			p-hydroxybenzoic acid efflux pump subunit AaeA
NNOICLFK_00181	gene	1098				
NNOICLFK_00181	CDS	1098				hypothetical protein
NNOICLFK_00182	gene	1641				
NNOICLFK_00182	CDS	1641				hypothetical protein
NNOICLFK_00183	gene	888				
NNOICLFK_00183	CDS	888				hypothetical protein
NNOICLFK_00184	gene	414				
NNOICLFK_00184	CDS	414				hypothetical protein
NNOICLFK_00185	gene	909	atpB			
NNOICLFK_00185	CDS	909	atpB		COG0356	ATP synthase subunit a
NNOICLFK_00186	gene	258	atpH_1			
NNOICLFK_00186	CDS	258	atpH_1			ATP synthase subunit c
NNOICLFK_00187	gene	471	atpF			
NNOICLFK_00187	CDS	471	atpF		COG0711	ATP synthase subunit b
NNOICLFK_00188	gene	534	atpH_2			
NNOICLFK_00188	CDS	534	atpH_2		COG0712	ATP synthase subunit delta
NNOICLFK_00189	gene	1554	atpA			
NNOICLFK_00189	CDS	1554	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
NNOICLFK_00190	gene	867	atpG			
NNOICLFK_00190	CDS	867	atpG		COG0224	ATP synthase gamma chain
NNOICLFK_00191	gene	1416	atpD1			
NNOICLFK_00191	CDS	1416	atpD1	7.1.2.2		ATP synthase subunit beta 1
NNOICLFK_00192	gene	417	atpC			
NNOICLFK_00192	CDS	417	atpC		COG0355	ATP synthase epsilon chain
NNOICLFK_00193	gene	1653	ilvA			
NNOICLFK_00193	CDS	1653	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NNOICLFK_00194	gene	777				
NNOICLFK_00194	CDS	777				hypothetical protein
NNOICLFK_00195	gene	486	xcpT			
NNOICLFK_00195	CDS	486	xcpT		COG2165	Type II secretion system protein G
NNOICLFK_00196	gene	492				
NNOICLFK_00196	CDS	492				hypothetical protein
NNOICLFK_00197	gene	348				
NNOICLFK_00197	CDS	348				hypothetical protein
NNOICLFK_00198	gene	702				
NNOICLFK_00198	CDS	702				hypothetical protein
NNOICLFK_00199	gene	1047	xcpX			
NNOICLFK_00199	CDS	1047	xcpX		COG3156	Type II secretion system protein K
NNOICLFK_00200	gene	1266				
NNOICLFK_00200	CDS	1266				hypothetical protein
NNOICLFK_00201	gene	528				
NNOICLFK_00201	CDS	528				hypothetical protein
NNOICLFK_00202	gene	936				
NNOICLFK_00202	CDS	936				hypothetical protein
NNOICLFK_00203	gene	2325	gspD2			
NNOICLFK_00203	CDS	2325	gspD2			Secretin GspD 2
NNOICLFK_00204	gene	1425	hxcR			
NNOICLFK_00204	CDS	1425	hxcR		COG2804	putative type II secretion system protein HxcR
NNOICLFK_00205	gene	1236	epsF_1			
NNOICLFK_00205	CDS	1236	epsF_1		COG1459	Type II secretion system protein F
NNOICLFK_00206	gene	2454	rcsC_3			
NNOICLFK_00206	CDS	2454	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
NNOICLFK_00207	gene	1041	lon_1			
NNOICLFK_00207	CDS	1041	lon_1	3.4.21.53		Lon protease
NNOICLFK_00208	gene	951				
NNOICLFK_00208	CDS	951				hypothetical protein
NNOICLFK_00209	gene	756				
NNOICLFK_00209	CDS	756				hypothetical protein
NNOICLFK_00210	gene	1977	yhcR			
NNOICLFK_00210	CDS	1977	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
NNOICLFK_00211	gene	879				
NNOICLFK_00211	CDS	879				hypothetical protein
NNOICLFK_00212	gene	600				
NNOICLFK_00212	CDS	600				hypothetical protein
NNOICLFK_00213	gene	1161	btuD_2			
NNOICLFK_00213	CDS	1161	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NNOICLFK_00214	gene	729	modB_1			
NNOICLFK_00214	CDS	729	modB_1		COG4149	Molybdenum transport system permease protein ModB
NNOICLFK_00215	gene	1863	pckG			
NNOICLFK_00215	CDS	1863	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
NNOICLFK_00216	gene	477				
NNOICLFK_00216	CDS	477				hypothetical protein
NNOICLFK_00217	gene	888	rhaR_1			
NNOICLFK_00217	CDS	888	rhaR_1			HTH-type transcriptional activator RhaR
NNOICLFK_00218	gene	1062				
NNOICLFK_00218	CDS	1062				hypothetical protein
NNOICLFK_00219	gene	672				
NNOICLFK_00219	CDS	672				hypothetical protein
NNOICLFK_00220	gene	1587	ywrD			
NNOICLFK_00220	CDS	1587	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
NNOICLFK_00221	gene	714				
NNOICLFK_00221	CDS	714				hypothetical protein
NNOICLFK_00222	gene	1176	cnbH			
NNOICLFK_00222	CDS	1176	cnbH	3.5.99.5		2-amino-5-chloromuconic acid deaminase
NNOICLFK_00223	gene	801	rutB_2			
NNOICLFK_00223	CDS	801	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
NNOICLFK_00224	gene	990				
NNOICLFK_00224	CDS	990				Purine-binding protein
NNOICLFK_00225	gene	1620	mglA_1			
NNOICLFK_00225	CDS	1620	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
NNOICLFK_00226	gene	1101				
NNOICLFK_00226	CDS	1101				hypothetical protein
NNOICLFK_00227	gene	942				
NNOICLFK_00227	CDS	942				hypothetical protein
NNOICLFK_00228	gene	885				
NNOICLFK_00228	CDS	885				hypothetical protein
NNOICLFK_00229	gene	1986				
NNOICLFK_00229	CDS	1986				hypothetical protein
NNOICLFK_00230	gene	684	rhtB			
NNOICLFK_00230	CDS	684	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
NNOICLFK_00231	gene	2817	smc_1			
NNOICLFK_00231	CDS	2817	smc_1			Chromosome partition protein Smc
NNOICLFK_00232	gene	774				
NNOICLFK_00232	CDS	774				hypothetical protein
NNOICLFK_00233	gene	1380				
NNOICLFK_00233	CDS	1380				hypothetical protein
NNOICLFK_00234	gene	186				
NNOICLFK_00234	CDS	186				hypothetical protein
NNOICLFK_00235	gene	705				
NNOICLFK_00235	CDS	705				hypothetical protein
NNOICLFK_00236	gene	741				
NNOICLFK_00236	CDS	741				hypothetical protein
NNOICLFK_00237	gene	522				
NNOICLFK_00237	CDS	522				hypothetical protein
NNOICLFK_00238	gene	1275				
NNOICLFK_00238	CDS	1275				hypothetical protein
NNOICLFK_00239	gene	3324	carB_1			
NNOICLFK_00239	CDS	3324	carB_1			Carbamoyl-phosphate synthase large chain
NNOICLFK_00240	gene	1761				
NNOICLFK_00240	CDS	1761				hypothetical protein
NNOICLFK_00241	gene	1422				
NNOICLFK_00241	CDS	1422				hypothetical protein
NNOICLFK_00242	gene	513				
NNOICLFK_00242	CDS	513				hypothetical protein
NNOICLFK_00243	gene	1137				
NNOICLFK_00243	CDS	1137				hypothetical protein
NNOICLFK_00244	gene	672	ompW_1			
NNOICLFK_00244	CDS	672	ompW_1		COG3047	Outer membrane protein W
NNOICLFK_00245	gene	738				
NNOICLFK_00245	CDS	738				hypothetical protein
NNOICLFK_00246	gene	396				
NNOICLFK_00246	CDS	396				hypothetical protein
NNOICLFK_00247	gene	1104	bioB			
NNOICLFK_00247	CDS	1104	bioB	2.8.1.6	COG0502	Biotin synthase
NNOICLFK_00248	gene	2259	fcuA_1			
NNOICLFK_00248	CDS	2259	fcuA_1			Ferrichrome receptor FcuA
NNOICLFK_00249	gene	471				
NNOICLFK_00249	CDS	471				hypothetical protein
NNOICLFK_00250	gene	174				
