locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNCFIIID_00030	CDS	2379	aes	3.1.1.-		Acetyl esterase
MNCFIIID_00031	gene	915	ltnD_1			
MNCFIIID_00031	CDS	915	ltnD_1	1.1.1.411	COG2084	L-threonate dehydrogenase
MNCFIIID_00032	gene	1305	otnK			
MNCFIIID_00032	CDS	1305	otnK	2.7.1.217		3-oxo-tetronate kinase
MNCFIIID_00033	gene	657	otnC			
MNCFIIID_00033	CDS	657	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
MNCFIIID_00034	gene	804	otnI			
MNCFIIID_00034	CDS	804	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MNCFIIID_00035	gene	1245	macA_1			
MNCFIIID_00035	CDS	1245	macA_1		COG0845	Macrolide export protein MacA
MNCFIIID_00036	gene	1275				
MNCFIIID_00036	CDS	1275				hypothetical protein
MNCFIIID_00037	gene	705	yknY			
MNCFIIID_00037	CDS	705	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MNCFIIID_00038	gene	534	pal_1			
MNCFIIID_00038	CDS	534	pal_1		COG2885	Peptidoglycan-associated lipoprotein
MNCFIIID_00039	gene	513				
MNCFIIID_00039	CDS	513				hypothetical protein
MNCFIIID_00040	gene	249				
MNCFIIID_00040	CDS	249				hypothetical protein
MNCFIIID_00041	gene	1113	sgaA			
MNCFIIID_00041	CDS	1113	sgaA	2.6.1.45	COG0075	Serine--glyoxylate aminotransferase
MNCFIIID_00042	gene	573				
MNCFIIID_00042	CDS	573				hypothetical protein
MNCFIIID_00043	gene	555				
MNCFIIID_00043	CDS	555				hypothetical protein
MNCFIIID_00044	gene	330				
MNCFIIID_00044	CDS	330				hypothetical protein
MNCFIIID_00045	gene	228				
MNCFIIID_00045	CDS	228				hypothetical protein
MNCFIIID_00046	gene	321	yafQ			
MNCFIIID_00046	CDS	321	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
MNCFIIID_00047	gene	279	dinJ			
MNCFIIID_00047	CDS	279	dinJ			Antitoxin DinJ
MNCFIIID_00048	gene	2100	btuB_1			
MNCFIIID_00048	CDS	2100	btuB_1			Vitamin B12 transporter BtuB
MNCFIIID_00049	gene	2757				
MNCFIIID_00049	CDS	2757				hypothetical protein
MNCFIIID_00050	gene	1614				
MNCFIIID_00050	CDS	1614				hypothetical protein
MNCFIIID_00051	gene	408				
MNCFIIID_00051	CDS	408				hypothetical protein
MNCFIIID_00052	gene	264				
MNCFIIID_00052	CDS	264			COG3039	IS5 family transposase ISCARN33
MNCFIIID_00053	gene	210				
MNCFIIID_00053	CDS	210				hypothetical protein
MNCFIIID_00054	gene	144				
MNCFIIID_00054	CDS	144				hypothetical protein
MNCFIIID_00055	gene	510				
MNCFIIID_00055	CDS	510				hypothetical protein
MNCFIIID_00056	gene	1128				
MNCFIIID_00056	CDS	1128		1.14.11.-	COG2850	putative ribosomal oxygenase
MNCFIIID_00057	gene	501	slyD_1			
MNCFIIID_00057	CDS	501	slyD_1	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
MNCFIIID_00058	gene	531				
MNCFIIID_00058	CDS	531				hypothetical protein
MNCFIIID_00059	gene	495				
MNCFIIID_00059	CDS	495				hypothetical protein
MNCFIIID_00060	gene	447	dut			
MNCFIIID_00060	CDS	447	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
MNCFIIID_00061	gene	1209	coaBC			
MNCFIIID_00061	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MNCFIIID_00062	gene	1668	pyrG			
MNCFIIID_00062	CDS	1668	pyrG	6.3.4.2	COG0504	CTP synthase
MNCFIIID_00063	gene	858	kdsA			
MNCFIIID_00063	CDS	858	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
MNCFIIID_00064	gene	309				
MNCFIIID_00064	CDS	309				hypothetical protein
MNCFIIID_00065	gene	1284	eno			
MNCFIIID_00065	CDS	1284	eno	4.2.1.11	COG0148	Enolase
MNCFIIID_00066	gene	276	ftsB			
MNCFIIID_00066	CDS	276	ftsB			Cell division protein FtsB
MNCFIIID_00067	gene	615	ribM			
MNCFIIID_00067	CDS	615	ribM			Riboflavin/roseoflavin transporter RibM
MNCFIIID_00068	gene	621				
MNCFIIID_00068	CDS	621				hypothetical protein
MNCFIIID_00069	gene	978	hslO			
MNCFIIID_00069	CDS	978	hslO		COG1281	33 kDa chaperonin
MNCFIIID_00070	gene	525	yrdA			
MNCFIIID_00070	CDS	525	yrdA		COG0663	Protein YrdA
MNCFIIID_00071	gene	666				
MNCFIIID_00071	CDS	666				hypothetical protein
MNCFIIID_00072	gene	1446	gatB			
MNCFIIID_00072	CDS	1446	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MNCFIIID_00073	gene	1467	gatA			
MNCFIIID_00073	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
MNCFIIID_00074	gene	300	gatC			
MNCFIIID_00074	CDS	300	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
MNCFIIID_00075	gene	1044	mreB			
MNCFIIID_00075	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
MNCFIIID_00076	gene	930	mreC			
MNCFIIID_00076	CDS	930	mreC		COG1792	Cell shape-determining protein MreC
MNCFIIID_00077	gene	519				
MNCFIIID_00077	CDS	519				hypothetical protein
MNCFIIID_00078	gene	2019	mrdA			
MNCFIIID_00078	CDS	2019	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MNCFIIID_00079	gene	468				
MNCFIIID_00079	CDS	468				hypothetical protein
MNCFIIID_00080	gene	975				
MNCFIIID_00080	CDS	975				hypothetical protein
MNCFIIID_00081	gene	453				
MNCFIIID_00081	CDS	453				hypothetical protein
MNCFIIID_00082	gene	705				
MNCFIIID_00082	CDS	705				hypothetical protein
MNCFIIID_00083	gene	591	lemA			
MNCFIIID_00083	CDS	591	lemA		COG1704	Protein LemA
MNCFIIID_00084	gene	981				
MNCFIIID_00084	CDS	981				hypothetical protein
MNCFIIID_00085	gene	1362				
MNCFIIID_00085	CDS	1362				hypothetical protein
MNCFIIID_00086	gene	531				
MNCFIIID_00086	CDS	531				hypothetical protein
MNCFIIID_00087	gene	573				
MNCFIIID_00087	CDS	573				hypothetical protein
MNCFIIID_00088	gene	1443				
MNCFIIID_00088	CDS	1443		1.14.13.106	COG2124	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
MNCFIIID_00089	gene	954	yajO_1			
MNCFIIID_00089	CDS	954	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MNCFIIID_00090	gene	780	fabG_1			
MNCFIIID_00090	CDS	780	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MNCFIIID_00091	gene	1593	lcfB_1			
MNCFIIID_00091	CDS	1593	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MNCFIIID_00092	gene	1434	hsrA			
MNCFIIID_00092	CDS	1434	hsrA			putative transport protein HsrA
MNCFIIID_00093	gene	2328				
MNCFIIID_00093	CDS	2328				hypothetical protein
MNCFIIID_00094	gene	894				
MNCFIIID_00094	CDS	894				hypothetical protein
MNCFIIID_00095	gene	645	uvrY_1			
MNCFIIID_00095	CDS	645	uvrY_1		COG2197	Response regulator UvrY
MNCFIIID_00096	gene	1014	ku			
MNCFIIID_00096	CDS	1014	ku		COG1273	Non-homologous end joining protein Ku
MNCFIIID_00097	gene	348				
MNCFIIID_00097	CDS	348				hypothetical protein
MNCFIIID_00098	gene	294				
MNCFIIID_00098	CDS	294				hypothetical protein
MNCFIIID_00099	gene	186				
MNCFIIID_00099	CDS	186				hypothetical protein
MNCFIIID_00100	gene	228				
MNCFIIID_00100	CDS	228				hypothetical protein
MNCFIIID_00101	gene	2256				
MNCFIIID_00101	CDS	2256				hypothetical protein
MNCFIIID_00102	gene	2304				
MNCFIIID_00102	CDS	2304				hypothetical protein
MNCFIIID_00103	gene	381				
MNCFIIID_00103	CDS	381				hypothetical protein
MNCFIIID_00104	gene	369				
MNCFIIID_00104	CDS	369				hypothetical protein
MNCFIIID_00105	gene	963	cheB_1			
MNCFIIID_00105	CDS	963	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MNCFIIID_00106	gene	798	xthA_1			
MNCFIIID_00106	CDS	798	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
MNCFIIID_00107	gene	990	corA			
MNCFIIID_00107	CDS	990	corA		COG0598	Magnesium transport protein CorA
MNCFIIID_00108	gene	702	mtnN			
MNCFIIID_00108	CDS	702	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MNCFIIID_00109	gene	1695	fadD_1			
MNCFIIID_00109	CDS	1695	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MNCFIIID_00110	gene	1425	pntB			
MNCFIIID_00110	CDS	1425	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
MNCFIIID_00111	gene	309	pntA			
MNCFIIID_00111	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
MNCFIIID_00112	gene	1116	pntAA			
MNCFIIID_00112	CDS	1116	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
MNCFIIID_00113	gene	1146				
MNCFIIID_00113	CDS	1146				hypothetical protein
MNCFIIID_00114	gene	723				
MNCFIIID_00114	CDS	723				hypothetical protein
MNCFIIID_00115	gene	627				
MNCFIIID_00115	CDS	627				hypothetical protein
MNCFIIID_00116	gene	426	exbD_1			
MNCFIIID_00116	CDS	426	exbD_1		COG0848	Biopolymer transport protein ExbD
MNCFIIID_00117	gene	426	exbD_2			
MNCFIIID_00117	CDS	426	exbD_2		COG0848	Biopolymer transport protein ExbD
MNCFIIID_00118	gene	825	tolQ_1			
MNCFIIID_00118	CDS	825	tolQ_1			Tol-Pal system protein TolQ
MNCFIIID_00119	gene	501	nudJ			
MNCFIIID_00119	CDS	501	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
MNCFIIID_00120	gene	372				
MNCFIIID_00120	CDS	372				hypothetical protein
MNCFIIID_00121	gene	582	thpR			
MNCFIIID_00121	CDS	582	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
MNCFIIID_00122	gene	441	slyA_1			
MNCFIIID_00122	CDS	441	slyA_1			Transcriptional regulator SlyA
MNCFIIID_00123	gene	3201	mdtC_1			
MNCFIIID_00123	CDS	3201	mdtC_1			Multidrug resistance protein MdtC
MNCFIIID_00124	gene	1230	mdtA_1			
MNCFIIID_00124	CDS	1230	mdtA_1			Multidrug resistance protein MdtA
MNCFIIID_00125	gene	1545	ttgC			
MNCFIIID_00125	CDS	1545	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
MNCFIIID_00126	gene	3270				
MNCFIIID_00126	CDS	3270				hypothetical protein
MNCFIIID_00127	gene	381				
MNCFIIID_00127	CDS	381				hypothetical protein
MNCFIIID_00128	gene	222				
MNCFIIID_00128	CDS	222				hypothetical protein
MNCFIIID_00129	gene	77				
MNCFIIID_00129	tRNA	77				tRNA-Met(cat)
MNCFIIID_00130	gene	396	rplQ			
MNCFIIID_00130	CDS	396	rplQ		COG0203	50S ribosomal protein L17
MNCFIIID_00131	gene	990	rpoA			
MNCFIIID_00131	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
MNCFIIID_00132	gene	624	rpsD			
MNCFIIID_00132	CDS	624	rpsD		COG0522	30S ribosomal protein S4
MNCFIIID_00133	gene	405	rpsK			
MNCFIIID_00133	CDS	405	rpsK		COG0100	30S ribosomal protein S11
MNCFIIID_00134	gene	366	rpsM			
MNCFIIID_00134	CDS	366	rpsM		COG0099	30S ribosomal protein S13
MNCFIIID_00135	gene	114	rpmJ			
MNCFIIID_00135	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
MNCFIIID_00136	gene	219	infA_1			
MNCFIIID_00136	CDS	219	infA_1			Translation initiation factor IF-1
MNCFIIID_00137	gene	1320	secY			
MNCFIIID_00137	CDS	1320	secY		COG0201	Protein translocase subunit SecY
MNCFIIID_00138	gene	432	rplO			
MNCFIIID_00138	CDS	432	rplO		COG0200	50S ribosomal protein L15
MNCFIIID_00139	gene	189	rpmD			
MNCFIIID_00139	CDS	189	rpmD		COG1841	50S ribosomal protein L30
MNCFIIID_00140	gene	522	rpsE			
MNCFIIID_00140	CDS	522	rpsE		COG0098	30S ribosomal protein S5
MNCFIIID_00141	gene	366	rplR			
MNCFIIID_00141	CDS	366	rplR			50S ribosomal protein L18
MNCFIIID_00142	gene	534	rplF			
MNCFIIID_00142	CDS	534	rplF		COG0097	50S ribosomal protein L6
MNCFIIID_00143	gene	396	rpsH			
MNCFIIID_00143	CDS	396	rpsH		COG0096	30S ribosomal protein S8
MNCFIIID_00144	gene	306	rpsN			
MNCFIIID_00144	CDS	306	rpsN		COG0199	30S ribosomal protein S14
MNCFIIID_00145	gene	540	rplE			
MNCFIIID_00145	CDS	540	rplE		COG0094	50S ribosomal protein L5
MNCFIIID_00146	gene	318	rplX			
MNCFIIID_00146	CDS	318	rplX		COG0198	50S ribosomal protein L24
MNCFIIID_00147	gene	369	rplN			
MNCFIIID_00147	CDS	369	rplN		COG0093	50S ribosomal protein L14
MNCFIIID_00148	gene	1632				
MNCFIIID_00148	CDS	1632				hypothetical protein
MNCFIIID_00149	gene	777	proC			
MNCFIIID_00149	CDS	777	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MNCFIIID_00150	gene	864	ubiA			
MNCFIIID_00150	CDS	864	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
MNCFIIID_00151	gene	915				
MNCFIIID_00151	CDS	915				hypothetical protein
MNCFIIID_00152	gene	954	oxyR_1			
MNCFIIID_00152	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
MNCFIIID_00153	gene	2064	recG			
MNCFIIID_00153	CDS	2064	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
MNCFIIID_00154	gene	1035	queA			
MNCFIIID_00154	CDS	1035	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MNCFIIID_00155	gene	1161	tgt			
MNCFIIID_00155	CDS	1161	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MNCFIIID_00156	gene	1161				
MNCFIIID_00156	CDS	1161				hypothetical protein
MNCFIIID_00157	gene	1953	lplT_1			
MNCFIIID_00157	CDS	1953	lplT_1			Lysophospholipid transporter LplT
MNCFIIID_00158	gene	732				
MNCFIIID_00158	CDS	732				hypothetical protein
MNCFIIID_00159	gene	1263				
MNCFIIID_00159	CDS	1263				hypothetical protein
MNCFIIID_00160	gene	777				
MNCFIIID_00160	CDS	777				hypothetical protein
MNCFIIID_00161	gene	540				
MNCFIIID_00161	CDS	540				hypothetical protein
MNCFIIID_00162	gene	795				
MNCFIIID_00162	CDS	795		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
MNCFIIID_00163	gene	414				
MNCFIIID_00163	CDS	414				hypothetical protein
MNCFIIID_00164	gene	744	otsB			
MNCFIIID_00164	CDS	744	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
MNCFIIID_00165	gene	1803				
MNCFIIID_00165	CDS	1803		3.2.1.28	COG3387	Trehalase
MNCFIIID_00166	gene	1404	otsA			
MNCFIIID_00166	CDS	1404	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
MNCFIIID_00167	gene	1797	pepF1			
MNCFIIID_00167	CDS	1797	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
MNCFIIID_00168	gene	1011				
MNCFIIID_00168	CDS	1011				hypothetical protein
MNCFIIID_00169	gene	780	kdgR_1			
MNCFIIID_00169	CDS	780	kdgR_1		COG1414	Transcriptional regulator KdgR
MNCFIIID_00170	gene	1074				
MNCFIIID_00170	CDS	1074				hypothetical protein
MNCFIIID_00171	gene	273				
MNCFIIID_00171	CDS	273				hypothetical protein
MNCFIIID_00172	gene	1056				
MNCFIIID_00172	CDS	1056				hypothetical protein
MNCFIIID_00173	gene	711				
MNCFIIID_00173	CDS	711				hypothetical protein
MNCFIIID_00174	gene	654				
MNCFIIID_00174	CDS	654				hypothetical protein
MNCFIIID_00175	gene	1335	bauA			
MNCFIIID_00175	CDS	1335	bauA	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
MNCFIIID_00176	gene	1035	kdgR_2			
MNCFIIID_00176	CDS	1035	kdgR_2		COG1609	HTH-type transcriptional regulator KdgR
MNCFIIID_00177	gene	672	tcyB			
MNCFIIID_00177	CDS	672	tcyB		COG0765	L-cystine transport system permease protein TcyB
MNCFIIID_00178	gene	654	yecS			
MNCFIIID_00178	CDS	654	yecS		COG0765	L-cystine transport system permease protein YecS
MNCFIIID_00179	gene	795	fliY			
MNCFIIID_00179	CDS	795	fliY		COG0834	L-cystine-binding protein FliY
MNCFIIID_00180	gene	762	glnQ_1			
MNCFIIID_00180	CDS	762	glnQ_1			Glutamine transport ATP-binding protein GlnQ
MNCFIIID_00181	gene	771				
MNCFIIID_00181	CDS	771				hypothetical protein
MNCFIIID_00182	gene	1005	kdgK			
MNCFIIID_00182	CDS	1005	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
MNCFIIID_00183	gene	963	ghrB_1			
MNCFIIID_00183	CDS	963	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
MNCFIIID_00184	gene	990	pikAII_1			
MNCFIIID_00184	CDS	990	pikAII_1	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
MNCFIIID_00185	gene	1089	hicd			
MNCFIIID_00185	CDS	1089	hicd	1.1.1.87	COG0473	Homoisocitrate dehydrogenase
MNCFIIID_00186	gene	1377				
MNCFIIID_00186	CDS	1377				hypothetical protein
MNCFIIID_00187	gene	969				
MNCFIIID_00187	CDS	969				hypothetical protein
MNCFIIID_00188	gene	936	cynR_1			
MNCFIIID_00188	CDS	936	cynR_1			HTH-type transcriptional regulator CynR
MNCFIIID_00189	gene	846	purU			
MNCFIIID_00189	CDS	846	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MNCFIIID_00190	gene	867	gcvA_1			
MNCFIIID_00190	CDS	867	gcvA_1			Glycine cleavage system transcriptional activator
MNCFIIID_00191	gene	1503				
MNCFIIID_00191	CDS	1503		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MNCFIIID_00192	gene	963				
MNCFIIID_00192	CDS	963				hypothetical protein
MNCFIIID_00193	gene	885				
MNCFIIID_00193	CDS	885				hypothetical protein
MNCFIIID_00194	gene	465	rimI			
MNCFIIID_00194	CDS	465	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
MNCFIIID_00195	gene	711	tsaB			
MNCFIIID_00195	CDS	711	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MNCFIIID_00196	gene	1422	dacC_1			
MNCFIIID_00196	CDS	1422	dacC_1	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
MNCFIIID_00197	gene	264				
MNCFIIID_00197	CDS	264			COG4095	Sugar transporter SemiSWEET
MNCFIIID_00198	gene	954				
MNCFIIID_00198	CDS	954				hypothetical protein
MNCFIIID_00199	gene	996	ywlC			
MNCFIIID_00199	CDS	996	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MNCFIIID_00200	gene	1122	purK			
MNCFIIID_00200	CDS	1122	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
MNCFIIID_00201	gene	570	rmlA_1			
MNCFIIID_00201	CDS	570	rmlA_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
MNCFIIID_00202	gene	558	rmlC			
MNCFIIID_00202	CDS	558	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MNCFIIID_00203	gene	822				
MNCFIIID_00203	CDS	822				hypothetical protein
MNCFIIID_00204	gene	1323	btuD_1			
MNCFIIID_00204	CDS	1323	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MNCFIIID_00205	gene	2787				
MNCFIIID_00205	CDS	2787				hypothetical protein
MNCFIIID_00206	gene	1893				
MNCFIIID_00206	CDS	1893				hypothetical protein
MNCFIIID_00207	gene	2328				
MNCFIIID_00207	CDS	2328				hypothetical protein
MNCFIIID_00208	gene	483				
MNCFIIID_00208	CDS	483				hypothetical protein
MNCFIIID_00209	gene	2550				
MNCFIIID_00209	CDS	2550		7.2.2.10		Calcium-transporting ATPase 1
MNCFIIID_00210	gene	360				
MNCFIIID_00210	CDS	360				hypothetical protein
MNCFIIID_00211	gene	1014	hsaA			
MNCFIIID_00211	CDS	1014	hsaA	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
MNCFIIID_00212	gene	1761	phaC_1			
MNCFIIID_00212	CDS	1761	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
MNCFIIID_00213	gene	1716				
MNCFIIID_00213	CDS	1716		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
MNCFIIID_00214	gene	720				
MNCFIIID_00214	CDS	720				hypothetical protein
MNCFIIID_00215	gene	195	ywhB			
MNCFIIID_00215	CDS	195	ywhB	5.3.2.6	COG1942	2-hydroxymuconate tautomerase
MNCFIIID_00216	gene	450				
MNCFIIID_00216	CDS	450				hypothetical protein
MNCFIIID_00217	gene	594	clpP_1			
MNCFIIID_00217	CDS	594	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MNCFIIID_00218	gene	1653	dauA_1			
MNCFIIID_00218	CDS	1653	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
MNCFIIID_00219	gene	222				
MNCFIIID_00219	CDS	222				hypothetical protein
MNCFIIID_00220	gene	861	scpA			
MNCFIIID_00220	CDS	861	scpA			Segregation and condensation protein A
MNCFIIID_00221	gene	1584	nadB			
MNCFIIID_00221	CDS	1584	nadB	1.4.3.16	COG0029	L-aspartate oxidase
MNCFIIID_00222	gene	399				
MNCFIIID_00222	CDS	399				hypothetical protein
MNCFIIID_00223	gene	213				
MNCFIIID_00223	CDS	213				hypothetical protein
MNCFIIID_00224	gene	2052	metG			
MNCFIIID_00224	CDS	2052	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
MNCFIIID_00225	gene	1092	apbC			
MNCFIIID_00225	CDS	1092	apbC		COG0489	Iron-sulfur cluster carrier protein
MNCFIIID_00226	gene	948	oxyR_2			
MNCFIIID_00226	CDS	948	oxyR_2			Hydrogen peroxide-inducible genes activator
MNCFIIID_00227	gene	567				
MNCFIIID_00227	CDS	567				hypothetical protein
MNCFIIID_00228	gene	876	era			
MNCFIIID_00228	CDS	876	era		COG1159	GTPase Era
MNCFIIID_00229	gene	774	recO			
MNCFIIID_00229	CDS	774	recO		COG1381	DNA repair protein RecO
MNCFIIID_00230	gene	753	pdxJ			
MNCFIIID_00230	CDS	753	pdxJ	2.6.99.2		Pyridoxine 5'-phosphate synthase
MNCFIIID_00231	gene	402	acpS_1			
MNCFIIID_00231	CDS	402	acpS_1	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MNCFIIID_00232	gene	1065	nagZ			
MNCFIIID_00232	CDS	1065	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
MNCFIIID_00233	gene	762	yueD			
MNCFIIID_00233	CDS	762	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
MNCFIIID_00234	gene	447				
MNCFIIID_00234	CDS	447				hypothetical protein
MNCFIIID_00235	gene	537	pitA			
MNCFIIID_00235	CDS	537	pitA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
