locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHGKHPCG_00231	CDS	2211	katG	1.11.1.21	COG0376	Catalase-peroxidase
MHGKHPCG_00232	gene	942				
MHGKHPCG_00232	CDS	942				hypothetical protein
MHGKHPCG_00233	gene	92				
MHGKHPCG_00233	tRNA	92				tRNA-Ser(cga)
MHGKHPCG_00234	gene	1293	serS			
MHGKHPCG_00234	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MHGKHPCG_00235	gene	972	ispH			
MHGKHPCG_00235	CDS	972	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
MHGKHPCG_00236	gene	444	fkpB			
MHGKHPCG_00236	CDS	444	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
MHGKHPCG_00237	gene	678				
