locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJACFMFG_00121	gene	816				
GJACFMFG_00121	CDS	816				hypothetical protein
GJACFMFG_00122	gene	678				
GJACFMFG_00122	CDS	678				hypothetical protein
GJACFMFG_00123	gene	1383	hemN			
GJACFMFG_00123	CDS	1383	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
GJACFMFG_00124	gene	723	fnr_1			
GJACFMFG_00124	CDS	723	fnr_1		COG0664	Anaerobic regulatory protein
GJACFMFG_00125	gene	294				
GJACFMFG_00125	CDS	294				hypothetical protein
GJACFMFG_00126	gene	267				
GJACFMFG_00126	CDS	267				hypothetical protein
GJACFMFG_00127	gene	1500				
GJACFMFG_00127	CDS	1500				hypothetical protein
GJACFMFG_00128	gene	915	ccoP			
GJACFMFG_00128	CDS	915	ccoP			Cbb3-type cytochrome c oxidase subunit CcoP
GJACFMFG_00129	gene	141				
GJACFMFG_00129	CDS	141				hypothetical protein
GJACFMFG_00130	gene	627				
GJACFMFG_00130	CDS	627				hypothetical protein
GJACFMFG_00131	gene	1437	ccoN1			
GJACFMFG_00131	CDS	1437	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
GJACFMFG_00132	gene	138				
GJACFMFG_00132	CDS	138				hypothetical protein
GJACFMFG_00133	gene	2442	pacS			
GJACFMFG_00133	CDS	2442	pacS	7.2.2.8		putative copper-transporting ATPase PacS
GJACFMFG_00134	gene	444	teaD			
GJACFMFG_00134	CDS	444	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
GJACFMFG_00135	gene	1323				
GJACFMFG_00135	CDS	1323				hypothetical protein
GJACFMFG_00136	gene	1542	lcfB_1			
GJACFMFG_00136	CDS	1542	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GJACFMFG_00137	gene	996				
GJACFMFG_00137	CDS	996				hypothetical protein
GJACFMFG_00138	gene	1482				
GJACFMFG_00138	CDS	1482				hypothetical protein
GJACFMFG_00139	gene	705	rspR_1			
GJACFMFG_00139	CDS	705	rspR_1		COG1802	HTH-type transcriptional repressor RspR
GJACFMFG_00140	gene	657				
GJACFMFG_00140	CDS	657				hypothetical protein
GJACFMFG_00141	gene	1242				
GJACFMFG_00141	CDS	1242				hypothetical protein
GJACFMFG_00142	gene	1365	spuC			
GJACFMFG_00142	CDS	1365	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
GJACFMFG_00143	gene	1485	puuC			
GJACFMFG_00143	CDS	1485	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
GJACFMFG_00144	gene	315	camB			
GJACFMFG_00144	CDS	315	camB			Putidaredoxin
GJACFMFG_00145	gene	1293	glnA			
GJACFMFG_00145	CDS	1293	glnA	6.3.1.2	COG0174	Glutamine synthetase
GJACFMFG_00146	gene	1266				
GJACFMFG_00146	CDS	1266		1.14.-.-	COG2124	Putative cytochrome P450 126
GJACFMFG_00147	gene	738				
GJACFMFG_00147	CDS	738				hypothetical protein
GJACFMFG_00148	gene	972				
GJACFMFG_00148	CDS	972				hypothetical protein
GJACFMFG_00149	gene	876				
GJACFMFG_00149	CDS	876				hypothetical protein
GJACFMFG_00150	gene	1071				
GJACFMFG_00150	CDS	1071				hypothetical protein
GJACFMFG_00151	gene	978				
GJACFMFG_00151	CDS	978				hypothetical protein
GJACFMFG_00152	gene	1464	aam_1			
GJACFMFG_00152	CDS	1464	aam_1	3.5.1.13	COG0154	Acylamidase
GJACFMFG_00153	gene	1449	aam_2			
GJACFMFG_00153	CDS	1449	aam_2	3.5.1.13	COG0154	Acylamidase
GJACFMFG_00154	gene	1311	dadA1_1			
GJACFMFG_00154	CDS	1311	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
GJACFMFG_00155	gene	468	lrp_1			
GJACFMFG_00155	CDS	468	lrp_1		COG1522	Leucine-responsive regulatory protein
GJACFMFG_00156	gene	798	lgt			
GJACFMFG_00156	CDS	798	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GJACFMFG_00157	gene	1857	ilvD			
GJACFMFG_00157	CDS	1857	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
GJACFMFG_00158	gene	138				
GJACFMFG_00158	CDS	138				hypothetical protein
GJACFMFG_00159	gene	444				
GJACFMFG_00159	CDS	444				hypothetical protein
GJACFMFG_00160	gene	696	yccA			
GJACFMFG_00160	CDS	696	yccA		COG0670	Modulator of FtsH protease YccA
GJACFMFG_00161	gene	1437	rlmD			
GJACFMFG_00161	CDS	1437	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
GJACFMFG_00162	gene	687				
GJACFMFG_00162	CDS	687				hypothetical protein
GJACFMFG_00163	gene	738	nlpD			
GJACFMFG_00163	CDS	738	nlpD			Murein hydrolase activator NlpD
GJACFMFG_00164	gene	792	pcm_1			
GJACFMFG_00164	CDS	792	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
GJACFMFG_00165	gene	771	surE			
GJACFMFG_00165	CDS	771	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
GJACFMFG_00166	gene	975				
GJACFMFG_00166	CDS	975		1.3.1.103		2-haloacrylate reductase
GJACFMFG_00167	gene	2340	clpA			
GJACFMFG_00167	CDS	2340	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
GJACFMFG_00168	gene	360	clpS			
GJACFMFG_00168	CDS	360	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
GJACFMFG_00169	gene	258				
GJACFMFG_00169	CDS	258				hypothetical protein
GJACFMFG_00170	gene	483				
GJACFMFG_00170	CDS	483				hypothetical protein
GJACFMFG_00171	gene	336				
GJACFMFG_00171	CDS	336				hypothetical protein
GJACFMFG_00172	gene	351	ihfA			
GJACFMFG_00172	CDS	351	ihfA			Integration host factor subunit alpha
GJACFMFG_00173	gene	2430	pheT			
GJACFMFG_00173	CDS	2430	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
GJACFMFG_00174	gene	91				
GJACFMFG_00174	tRNA	91				tRNA-Phe(gaa)
GJACFMFG_00175	gene	363	rplT			
GJACFMFG_00175	CDS	363	rplT		COG0292	50S ribosomal protein L20
GJACFMFG_00176	gene	204	rpmI			
GJACFMFG_00176	CDS	204	rpmI		COG0291	50S ribosomal protein L35
GJACFMFG_00177	gene	531	infC			
GJACFMFG_00177	CDS	531	infC		COG0290	Translation initiation factor IF-3
GJACFMFG_00178	gene	1920	thrS			
GJACFMFG_00178	CDS	1920	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
GJACFMFG_00179	gene	1332	aceA			
GJACFMFG_00179	CDS	1332	aceA	4.1.3.1	COG2224	Isocitrate lyase
GJACFMFG_00180	gene	516				
GJACFMFG_00180	CDS	516		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
GJACFMFG_00181	gene	402				
GJACFMFG_00181	CDS	402				hypothetical protein
GJACFMFG_00182	gene	1728	ilvG			
GJACFMFG_00182	CDS	1728	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
GJACFMFG_00183	gene	1218				
GJACFMFG_00183	CDS	1218				hypothetical protein
GJACFMFG_00184	gene	2607	clpB			
GJACFMFG_00184	CDS	2607	clpB		COG0542	Chaperone protein ClpB
GJACFMFG_00185	gene	579				
GJACFMFG_00185	CDS	579				hypothetical protein
GJACFMFG_00186	gene	489	moaE			
GJACFMFG_00186	CDS	489	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
GJACFMFG_00187	gene	252	moaD			
GJACFMFG_00187	CDS	252	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
GJACFMFG_00188	gene	1260	moeA_1			
GJACFMFG_00188	CDS	1260	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
GJACFMFG_00189	gene	1446	thrC			
GJACFMFG_00189	CDS	1446	thrC	4.2.3.1	COG0498	Threonine synthase
GJACFMFG_00190	gene	1323	hom			
GJACFMFG_00190	CDS	1323	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
GJACFMFG_00191	gene	1242	alaA			
GJACFMFG_00191	CDS	1242	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
GJACFMFG_00192	gene	378				
GJACFMFG_00192	CDS	378				hypothetical protein
GJACFMFG_00193	gene	486	bcp			
GJACFMFG_00193	CDS	486	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
GJACFMFG_00194	gene	1665				
GJACFMFG_00194	CDS	1665				hypothetical protein
GJACFMFG_00195	gene	1419	dnaB			
GJACFMFG_00195	CDS	1419	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
GJACFMFG_00196	gene	510				
GJACFMFG_00196	CDS	510				hypothetical protein
GJACFMFG_00197	gene	159				
GJACFMFG_00197	CDS	159				hypothetical protein
GJACFMFG_00198	gene	321				
GJACFMFG_00198	CDS	321				hypothetical protein
GJACFMFG_00199	gene	405				
GJACFMFG_00199	CDS	405				hypothetical protein
GJACFMFG_00200	gene	708				
GJACFMFG_00200	CDS	708				hypothetical protein
GJACFMFG_00201	gene	2814	recD2			
GJACFMFG_00201	CDS	2814	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
GJACFMFG_00202	gene	1896				
GJACFMFG_00202	CDS	1896				hypothetical protein
GJACFMFG_00203	gene	267				
GJACFMFG_00203	CDS	267				hypothetical protein
GJACFMFG_00204	gene	297				
GJACFMFG_00204	CDS	297				hypothetical protein
GJACFMFG_00205	gene	267				
GJACFMFG_00205	CDS	267				hypothetical protein
GJACFMFG_00206	gene	423				
GJACFMFG_00206	CDS	423				hypothetical protein
GJACFMFG_00207	gene	351				
GJACFMFG_00207	CDS	351				hypothetical protein
GJACFMFG_00208	gene	768				
GJACFMFG_00208	CDS	768				hypothetical protein
GJACFMFG_00209	gene	849	pvuIIM			
GJACFMFG_00209	CDS	849	pvuIIM	2.1.1.113		Modification methylase PvuII
GJACFMFG_00210	gene	1647				
GJACFMFG_00210	CDS	1647				hypothetical protein
GJACFMFG_00211	gene	76				
GJACFMFG_00211	tRNA	76				tRNA-His(gtg)
GJACFMFG_00212	gene	1932	ppiD			
GJACFMFG_00212	CDS	1932	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
GJACFMFG_00213	gene	76				
GJACFMFG_00213	tRNA	76				tRNA-Val(tac)
GJACFMFG_00214	gene	1086	dmlA			
GJACFMFG_00214	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
GJACFMFG_00215	gene	909				
GJACFMFG_00215	CDS	909				hypothetical protein
GJACFMFG_00216	gene	579	pgsA			
GJACFMFG_00216	CDS	579	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GJACFMFG_00217	gene	1929	uvrC			
GJACFMFG_00217	CDS	1929	uvrC		COG0322	UvrABC system protein C
GJACFMFG_00218	gene	1116				
GJACFMFG_00218	CDS	1116				hypothetical protein
GJACFMFG_00219	gene	483				
GJACFMFG_00219	CDS	483				hypothetical protein
GJACFMFG_00220	gene	435				
GJACFMFG_00220	CDS	435				hypothetical protein
GJACFMFG_00221	gene	555	efp			
GJACFMFG_00221	CDS	555	efp		COG0231	Elongation factor P
GJACFMFG_00222	gene	879				
GJACFMFG_00222	CDS	879				hypothetical protein
GJACFMFG_00223	gene	1119				
GJACFMFG_00223	CDS	1119				hypothetical protein
GJACFMFG_00224	gene	1362				
GJACFMFG_00224	CDS	1362				hypothetical protein
GJACFMFG_00225	gene	987	ghrB			
GJACFMFG_00225	CDS	987	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
GJACFMFG_00226	gene	1284	nhaD			
GJACFMFG_00226	CDS	1284	nhaD			Na(+)/H(+) antiporter NhaD
GJACFMFG_00227	gene	1194	pncB2			
GJACFMFG_00227	CDS	1194	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
GJACFMFG_00228	gene	1266				
GJACFMFG_00228	CDS	1266				hypothetical protein
GJACFMFG_00229	gene	648	livF_2			
GJACFMFG_00229	CDS	648	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GJACFMFG_00230	gene	792	lptB_2			
GJACFMFG_00230	CDS	792	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
GJACFMFG_00231	gene	1872				
GJACFMFG_00231	CDS	1872				hypothetical protein
GJACFMFG_00232	gene	738	cnbA_1			
GJACFMFG_00232	CDS	738	cnbA_1	1.7.1.16		Chloronitrobenzene nitroreductase
GJACFMFG_00233	gene	453				
GJACFMFG_00233	CDS	453				hypothetical protein
GJACFMFG_00234	gene	930				
GJACFMFG_00234	CDS	930				hypothetical protein
GJACFMFG_00235	gene	609				
GJACFMFG_00235	CDS	609				hypothetical protein
GJACFMFG_00236	gene	933				
GJACFMFG_00236	CDS	933				hypothetical protein
GJACFMFG_00237	gene	1044	idiA			
GJACFMFG_00237	CDS	1044	idiA		COG1840	Iron deficiency-induced protein A
GJACFMFG_00238	gene	2292	bfrD			
GJACFMFG_00238	CDS	2292	bfrD		COG4774	putative TonB-dependent receptor BfrD
GJACFMFG_00239	gene	690				
GJACFMFG_00239	CDS	690		1.14.11.-	COG3128	PKHD-type hydroxylase
GJACFMFG_00240	gene	1143	hmo			
GJACFMFG_00240	CDS	1143	hmo	1.1.3.46		4-hydroxymandelate oxidase
GJACFMFG_00241	gene	726				
GJACFMFG_00241	CDS	726				hypothetical protein
GJACFMFG_00242	gene	699	tolQ_1			
GJACFMFG_00242	CDS	699	tolQ_1		COG0811	Tol-Pal system protein TolQ
GJACFMFG_00243	gene	414	exbD_1			
GJACFMFG_00243	CDS	414	exbD_1		COG0848	Biopolymer transport protein ExbD
GJACFMFG_00244	gene	225				
